1 4 1.000000
4 5 0.500000
301 5 0.500000
304 6 1.000000
3 5011 1.000000
201 5011 1.000000
203 5012 1.000000
5 5013 1.000000
401 5013 1.000000
405 5014 1.000000
7 5015 1.000000
601 5015 1.000000
607 5016 1.000000
8 5017 1.000000
701 5017 1.000000
708 5018 1.000000
10 5019 1.000000
901 5019 1.000000
910 5020 1.000000
13 5021 1.000000
1201 5021 1.000000
1213 5022 1.000000
14 5023 1.000000
1301 5023 1.000000
1314 5024 1.000000
15 5025 1.000000
1401 5025 1.000000
1415 5026 1.000000
17 5027 1.000000
1601 5027 1.000000
1617 5028 1.000000
24 5029 1.000000
2301 5029 1.000000
2324 5030 1.000000
25 5031 1.000000
2401 5031 1.000000
2425 5032 1.000000
26 5033 1.000000
2501 5033 1.000000
2526 5034 1.000000
28 5035 1.000000
2701 5035 1.000000
2728 5036 1.000000
29 5037 1.000000
2801 5037 1.000000
2829 5038 1.000000
32 5039 1.000000
3101 5039 1.000000
3132 5040 1.000000
35 5041 1.000000
3401 5041 1.000000
3435 5042 1.000000
37 5043 1.000000
3601 5043 1.000000
3637 5044 1.000000
38 5045 1.000000
3701 5045 1.000000
3738 5046 1.000000
40 5047 1.000000
3901 5047 1.000000
3940 5048 1.000000
41 5049 1.000000
4001 5049 1.000000
4041 5050 1.000000
43 5051 1.000000
4201 5051 1.000000
4243 5052 1.000000
44 5053 1.000000
4301 5053 1.000000
4344 5054 1.000000
45 5055 1.000000
4401 5055 1.000000
4445 5056 1.000000
50 5057 1.000000
4901 5057 1.000000
4950 5058 1.000000
51 5059 1.000000
5001 5059 1.000000
5051 5060 1.000000
54 5061 1.000000
5301 5061 1.000000
5354 5062 1.000000
56 5063 1.000000
5501 5063 1.000000
5556 5064 1.000000
57 5065 1.000000
5601 5065 1.000000
5657 5066 1.000000
58 5067 1.000000
5701 5067 1.000000
5758 5068 1.000000
60 5069 1.000000
5901 5069 1.000000
5960 5070 1.000000
64 5071 1.000000
6301 5071 1.000000
6364 5072 1.000000
68 5073 1.000000
6701 5073 1.000000
6768 5074 1.000000
69 5075 1.000000
6801 5075 1.000000
6869 5076 1.000000
70 5077 1.000000
6901 5077 1.000000
6970 5078 1.000000
73 5079 1.000000
7201 5079 1.000000
7273 5080 1.000000
76 5081 1.000000
7501 5081 1.000000
7576 5082 1.000000
80 5083 1.000000
7901 5083 1.000000
7980 5084 1.000000
85 5085 1.000000
8401 5085 1.000000
8485 5086 1.000000
89 5087 1.000000
8801 5087 1.000000
8889 5088 1.000000
91 5089 1.000000
9001 5089 1.000000
9091 5090 1.000000
92 5091 1.000000
9101 5091 1.000000
9192 5092 1.000000
94 5093 1.000000
9301 5093 1.000000
9394 5094 1.000000
95 5095 1.000000
9401 5095 1.000000
9495 5096 1.000000
96 5097 1.000000
9501 5097 1.000000
9596 5098 1.000000
99 5099 1.000000
9801 5099 1.000000
9899 5100 1.000000
100 5101 1.000000
9901 5101 1.000000
10000 5102 1.000000
108 5103 1.000000
702 5103 1.000000
109 5104 1.000000
802 5104 1.000000
110 5105 1.000000
902 5105 1.000000
111 5106 1.000000
1002 5106 1.000000
116 5107 1.000000
1502 5107 1.000000
119 5108 1.000000
1802 5108 1.000000
120 5109 1.000000
1902 5109 1.000000
122 5110 1.000000
2102 5110 1.000000
125 5111 1.000000
2402 5111 1.000000
128 5112 1.000000
2702 5112 1.000000
129 5113 1.000000
2802 5113 1.000000
130 5114 1.000000
2902 5114 1.000000
132 5115 1.000000
3102 5115 1.000000
133 5116 1.000000
3202 5116 1.000000
134 5117 1.000000
3302 5117 1.000000
135 5118 1.000000
3402 5118 1.000000
136 5119 1.000000
3502 5119 1.000000
141 5120 1.000000
4002 5120 1.000000
144 5121 1.000000
4302 5121 1.000000
148 5122 1.000000
4702 5122 1.000000
151 5123 1.000000
5002 5123 1.000000
152 5124 1.000000
